,8.460376858711E-001,-5.393060207367E+000,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,1.119207143784E+000,-5.343056201935E+000,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,1.443125605583E+000,-5.264813423157E+000,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,1.709000587463E+000,-5.184610366821E+000,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.000000000000E+002
,2.301718473434E+000,-4.890381813049E+000,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,2.549865484238E+000,-4.765702724457E+000,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,2.838700056076E+000,-4.599512577057E+000,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,3.071198463440E+000,-4.447636604309E+000,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.010000000000E+002
,3.545888900757E+000,-4.008800029755E+000,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,3.749056339264E+000,-3.819473505020E+000,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,3.979487180710E+000,-3.578753948212E+000,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,4.159764289856E+000,-3.367515087128E+000,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.020000000000E+002
,4.483998298645E+000,-2.825622081757E+000,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,4.625846862793E+000,-2.586874246597E+000,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,4.779269218445E+000,-2.291061162949E+000,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,4.892712593079E+000,-2.037581205368E+000,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.030000000000E+002
,5.047544002533E+000,-1.440525650978E+000,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,5.116665363312E+000,-1.171558260918E+000,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,5.180691719055E+000,-8.445355892181E-001,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,5.218106746674E+000,-5.693603754044E-001,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.040000000000E+002
,5.198983192444E+000,3.273749351501E-002,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,5.189817905426E+000,3.102926909924E-001,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,5.159279823303E+000,6.421208381653E-001,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,5.117633342743E+000,9.166867733002E-001,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.050000000000E+002
,4.934112548828E+000,1.475597023964E+000,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,4.847398757935E+000,1.739417314529E+000,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,4.724762439728E+000,2.049259185791E+000,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,4.607430934906E+000,2.300960779190E+000,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.060000000000E+002
,4.281774044037E+000,2.774123668671E+000,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,4.124486446381E+000,3.002991676331E+000,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,3.919654369354E+000,3.265830755234E+000,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,3.736148834229E+000,3.474267005920E+000,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.070000000000E+002
,3.300954818726E+000,3.827948093414E+000,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,3.085743665695E+000,4.003457069397E+000,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,2.815254926682E+000,4.198073387146E+000,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,2.580450057983E+000,4.346349716187E+000,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.080000000000E+002
,2.075565814972E+000,4.557940483093E+000,-9.998577833176E-002,-2.631579060107E-003,0.000000000000E+000,1.819739699364E+000,4.665976524353E+000,-7.221195101738E-002,-2.631579060107E-003,0.000000000000E+000,1.505433559418E+000,4.776657104492E+000,-3.888335824013E-002,-2.631579060107E-003,0.000000000000E+000,1.238361120224E+000,4.852756500244E+000,-1.110953092575E-002,-2.631579060107E-003,0.000000000000E+000,1.090000000000E+002
